16.02101446,2483
16.53126295,1915
16.96542075,1476
16.77416542,1615
16.20264654,1942
15.50680928,2399
15.81993531,1913
16.12726089,3253
15.81655299,1362
15.58314752,1759
15.50781511,3021
15.14585358,5221
15.40156236,3570
16.32933788,1359
15.95822722,2060
15.57265005,2162
15.32383045,2733
15.45434141,2123
16.35213704,1812
16.23622698,1673
16.02083321,1371
15.16189426,2317
15.18327616,2504
15.48641986,2302
15.63605842,1690
15.5282739,1983
15.1525829,1998
14.72860512,3102
15.02645658,2421
14.76408301,3205
14.3495786,3898
14.60951899,3174
14.31110067,2984
14.92292104,2742
14.69812132,2848
14.06119366,4687
14.98243137,2893
14.68328288,3125
14.51217316,4989
14.91100988,2844
14.79968671,2870
15.0069086,2159
14.99466914,1630
14.54728755,2498
14.52251714,2776
15.03742796,2703
14.61432967,3111
14.80684462,2772
14.65718105,2506
15.45359468,2011
15.62685626,1638
15.81106868,1888
14.91259368,2308
15.4144614,2034
15.24816861,1847
15.55679593,1497
14.99319768,2343
15.16197343,1495
14.97356972,1973
14.9541585,3820
15.28571491,1318
14.97681235,1529
14.86962278,1965
14.81499782,3647
14.9417925,2971
15.39989946,1366
15.33929957,1489
15.09714422,1526
14.80870174,2527
15.28413503,2077
16.17120396,1958
16.33664409,1166
16.28168335,1240
14.88273308,2462
15.77732878,2142
15.85965697,1991
15.61100089,2348
14.42448357,3402
15.21205575,2154
15.01571801,2656
14.52682946,2161
14.6768525,3761
15.00777266,2185
14.42781155,2107
15.10135525,2274
15.35010578,2128
14.67331451,2536
14.53113237,2496
14.50700177,3693
14.535343,3162
14.49115259,4549
14.64990551,2675
14.58650552,2759
14.94290805,2870
14.52639452,3445
14.67665055,3361
14.55668949,3980
14.66531213,3092
14.93591577,2673
14.80925327,3612
14.7593347,3518
14.53603513,3018
14.59231483,2814
14.42577072,2987
15.26646775,2697
15.54679803,2611
15.84785542,1874
15.56484033,2427
15.40970083,1979
15.84082841,1472
15.70024309,2020
15.21042596,3196
15.21401203,1370
15.55532543,1502
14.94070849,1879
15.04017759,3953
15.25175442,3041
15.53777565,1172
15.62568696,1396
15.63520765,1423
15.13370126,1835
15.09368356,2596
15.85647684,1717
16.17547918,1603
16.07787246,1584
15.88986227,1634
15.73045386,1862
15.57146181,2254
15.52676471,2814
15.80622478,2418
15.66128719,1919
15.61949287,2061
15.50932171,1869
15.61258544,2050
15.40898449,2585
15.59665039,2098
15.80469993,1979
15.55889361,2668
14.75720765,3741
15.61740042,2281
15.35821157,3350
15.61513225,2903
14.77627788,4922
14.98380263,4051
15.01429303,2990
15.45052491,3342
15.30752891,3065
15.89074022,2208
15.42344487,3004
15.45409531,2696
15.63250345,2352
14.77571101,4274
15.42747975,3328
15.6775488,2525
15.95632645,2248
16.85334759,1917
16.24732383,2066
16.59525862,1509
16.29748346,1898
16.04969082,1805
16.0984343,1980
15.49543268,2377
15.25378174,2177
15.47692797,3529
15.32876442,1715
15.55939172,1356
15.24476427,1662
15.11618627,3828
27.16788685,1142
26.98520343,418
27.4475118,523
27.12488035,526
27.68048402,640
26.97397429,614
27.27438057,566
27.42542354,470
27.39882483,714
27.25929692,527
27.48123438,599
27.170119,721
27.63095537,781
27.21833174,843
27.07285486,545
26.75151555,847
25.5471436,1275
25.93845277,824
27.16822906,724
27.20517789,876
24.10282933,1913
24.87867453,1304
25.76817455,1018
27.82834647,730
27.3723734,870
24.96077949,1057
25.36431394,1822
26.31218464,825
24.9176593,1276
26.86637909,691
27.15870466,562
27.29030822,701
26.79260118,651
27.02613942,867
25.05458878,1403
26.05657454,911
27.16128589,1176
27.42103779,461
27.37101141,711
24.88454366,1385
26.29568745,1053
26.13321355,925
25.63813162,1060
26.33127517,697
25.01642456,1229
25.05260957,1174
24.8308472,779
25.03079249,2142
24.95542562,610
25.59410732,714
25.06432467,1176
25.22554489,2747
25.26583551,1811
25.02728288,812
25.76924412,1003
25.53741217,719
24.95866206,1036
25.15067814,911
25.17484142,1133
25.10636188,1310
25.64418184,774
25.07164678,1257
24.65740127,1119
24.94601223,1324
24.72420831,1921
24.73041985,1405
25.76052684,1304
25.43257602,1364
24.80143626,1902
25.04404852,1787
25.31027396,1334
25.25425148,1504
25.11450204,1468
25.22900986,1388
25.3052285,1602
25.86415237,1350
25.16125105,1308
25.54884392,1051
25.09339417,2184
25.19928982,1117
25.46962764,938
25.20000958,1405
25.48244376,1056
25.66114351,1321
25.63142429,1288
25.37821139,1575
24.47509657,2350
25.78744676,1487
26.12323356,1419
25.75890758,1220
25.35360283,1450
25.99651542,987
26.70406693,1031
25.73112813,990
26.68771834,787
26.25949989,939
26.66748939,868
25.15472174,1121
25.00856645,1494
25.45244687,2081
25.69859681,640
26.29862599,654
26.19253708,924
26.23468362,2401
25.11352362,2092
25.22853638,717
26.06125509,759
26.07374367,1113
26.12825552,1011
26.06293188,1142
25.43360746,1432
26.34465112,1005
25.90807637,930
26.36560356,1015
25.18648586,1542
25.99644081,1012
24.95066571,2150
26.51499808,1205
26.3429365,1039
26.04118259,808
26.07648379,1095
26.3824733,1887
25.82054418,1029
26.21014207,1060
25.09642321,1310
25.37885157,1367
25.41036661,1213
26.03081167,1071
25.48301461,1591
24.36307655,1810
25.40181339,2233
25.96874251,1079
26.00222466,1234
24.83225752,2034
25.71429403,1226
24.20812985,1578
25.13093758,1887
25.68642414,1213
25.32800185,1354
25.28741414,1800
25.38810463,1765
26.56019529,1102
25.4401507,1390
25.07599619,1179
26.24538849,1247
26.43852433,882
26.29868256,1250
27.26764465,898
27.17375823,719
26.36015436,818
25.34754628,1620
26.20361379,1670
26.58257897,727
