30,95.7,2,2871
34,81.35,5,2765.9
41,94.74,2,3884.34
45,83.26,6,3746.7
49,100,14,5205.27
36,96.66,1,3479.76
29,86.13,9,2497.77
48,100,1,5512.32
22,98.57,2,2168.54
41,100,14,4708.44
37,100,1,3965.66
23,100,7,2333.12
28,100,2,3188.64
34,100,2,3676.76
45,92.83,1,4177.35
36,100,6,4099.68
23,100,9,2597.39
41,100,5,4394.38
46,94.74,1,4358.04
42,100,1,4396.14
41,100,9,7737.93
20,72.55,13,1451
21,34.91,12,733.11
42,76.36,4,3207.12
24,100,7,2434.56
66,100,2,7516.08
26,100,11,5404.62
29,100,1,7209.11
38,100,11,7329.06
37,100,11,7374.1
45,100,8,10993.5
21,100,1,4860.24
34,100,4,8014.82
23,100,8,5372.57
42,100,11,7290.36
47,100,6,9064.89
35,100,3,6075.3
29,100,2,6463.23
34,100,9,6120.34
32,100,6,7680.64
21,100,9,4905.39
34,100,2,8014.82
37,100,11,7136.19
47,100,6,10172.7
48,100,3,11623.7
40,100,1,6000.4
26,100,3,3003
30,100,1,3944.7
32,100,10,5691.84
41,100,2,4514.92
36,100,3,8254.8
24,100,4,2416.56
23,100,9,4140.23
50,100,6,12001
39,99.91,5,3896.49
29,96.34,3,2793.86
27,100,5,3307.77
37,100,9,5192.95
37,100,17,5016.83
27,100,4,3660.93
42,100,12,4695.6
38,96.34,4,3660.92
24,100,5,3025.92
23,100,2,3009.09
47,100,4,5422.39
22,100,1,2852.08
44,100,5,5756.52
40,100,5,4472
22,100,4,2904.44
47,100,9,6484.59
39,96.34,1,3757.26
34,100,2,4043.96
45,100,4,5566.5
20,100,2,3176
40,68.92,4,2756.8
26,51.15,8,1329.9
39,100,5,5288.01
50,44.51,5,2225.5
45,100,1,5833.8
45,100,5,5887.35
27,100,4,6065.55
46,100,2,9264.86
31,100,4,7023.98
33,100,8,5176.38
22,100,16,4132.7
20,100,3,4183
41,100,11,8892.9
45,100,3,8714.7
49,100,4,8065.89
34,100,1,6123.4
49,100,3,9774.03
39,100,9,7023.9
43,100,4,7078.23
41,100,4,8336.94
36,100,3,6901.92
27,100,8,5438.07
29,100,11,6683.34
20,100,1,4570.4
37,100,3,7667.14
26,100,3,5868.2
39,76.67,3,2990.13
22,100,4,3664.1
22,100,1,3834.38
21,86.77,7,1822.17
66,100,9,11886.6
56,100,4,9218.16
50,100,2,7208
46,100,11,5004.8
33,100,2,4398.24
49,100,15,5597.76
32,100,13,4526.08
44,100,9,5924.16
24,100,12,3492.48
26,100,9,3854.24
45,100,6,5324.4
39,100,8,5197.92
49,100,12,5997.6
20,100,3,2910.4
27,100,1,3378.24
30,100,4,3508.8
25,100,6,2992
24,100,1,3427.2
22,100,9,2692.8
33,100,17,4128.96
47,64.93,6,3051.71
25,48.05,8,1201.25
26,75.47,5,1962.22
48,54.68,6,2624.64
39,100,3,4046.25
34,100,4,4846.7
32,100,2,3370.56
64,100,9,9661.44
19,100,3,2764.88
42,100,4,5398.26
31,100,8,4305.28
22,100,4,3347.74
26,100,4,3188.12
20,100,1,3191.2
21,100,2,3536.82
33,100,9,5362.83
28,100,1,3433.36
26,100,4,4263.74
31,100,15,4076.19
48,100,4,7020.48
50,100,9,6426.5
28,100,2,4591.72
26,100,12,4033.38
32,100,2,4302.08
44,100,9,7020.64
30,100,4,3855.9
38,100,13,6680.78
40,100,7,6678
46,61.99,8,2851.54
26,100,2,3188.12
27,100,2,4428
43,100,9,5780.92
35,65.63,4,2297.05
37,100,6,6231.54
37,46.9,7,1735.3
27,100,2,4427.73
38,100,12,5894.94
33,100,6,5265.15
42,100,10,7599.9
42,100,7,8008.56
48,100,7,9245.76
41,100,2,8296.35
30,100,2,5019.9
27,100,14,5411.07
21,100,3,3840.9
20,100,8,3930.4
41,100,2,7498.9
27,100,9,4517.91
28,100,3,5774.72
24,100,13,3922.56
44,100,14,9160.36
50,100,3,9631
21,100,12,3432.24
33,100,5,5521.89
33,100,10,6934.62
31,100,3,6876.11
41,71.47,5,2930.27
45,79.65,2,3584.25
33,85.39,3,2817.87
45,76,7,3420
26,99.04,4,2575.04
12,100,13,1961.28
41,100,15,8690.36
33,100,9,6034.38
46,100,2,11279.2
33,100,12,8023.29
20,100,11,4904
44,100,3,8594.52
33,100,2,7474.5
21,100,13,3883.74
47,100,5,8887.7
46,100,13,8602.92
32,100,2,7181.44
42,100,2,8378.58
44,100,2,10606.2
35,100,2,5818.4
41,100,5,7071.27
46,100,8,8411.56
31,100,13,6570.76
38,100,5,7975.44
42,64,8,2688
33,57.22,10,1888.26
48,52.36,8,2513.28
42,100,8,4764.48
32,100,6,3560.64
34,100,10,3823.64
33,69.12,1,2280.96
36,100,2,8677.8
27,100,8,3394.98
21,100,2,3415.44
21,100,8,2439.57
38,100,8,4829.8
30,100,5,4100.1
49,100,6,6563.06
43,100,1,6817.22
41,100,5,6163.94
38,100,8,4933.92
28,100,3,4056.36
43,100,1,5759.42
25,100,13,3451
38,100,6,5920.4
41,100,3,6668.24
28,100,6,4094.72
25,100,13,2938.5
41,100,8,6387.8
39,100,3,6396
