0.448706444     2491
0.459551636     1851
0.431848499     1844
0.409357068     1615
0.525124284     2736
0.457318499     2380
0.404742666     1741
0.404070042     1716
0.423535988     1763
0.424781392     1514
0.452643646     2958
0.439436788     2482
0.442327059     2347
0.423113198     1976
0.405999778     1658
0.454242471     2145
0.457212308     3244
0.427270627     2556
0.427427245     1915
0.430123315     2191
0.451232251     2460
0.457105708     2717
0.451406434     2484
0.449257742     2901
0.44695296     2607
0.445080341     2337
0.511572487     3348
0.427180644     2709
0.408859466     2298
0.394093234     1940
0.367978621     1609
0.451565239     2520
0.432957843     2428
0.428877356     2063
0.460864717     3229
0.474354913     2834
0.422837473     1995
0.413601326     1620
0.395105315     1666
0.443716714     2579
0.407714068     1972
0.430403171     1994
0.441104002     1864
0.428673652     2370
0.39534633     1677
0.410079532     1691
0.463124845     2629
0.48900757     3807
0.403874652     1578
0.421801117     2252
0.496708986     3120
0.442604731     3461
0.39123321     2680
0.42021395     2134
0.46239541     2486
0.381827654     1488
0.477348626     2932
0.427514374     2237
0.405639082     1723
0.400477326     1832
0.417179059     1679
0.398994867     1609
0.4550563     2776
0.444381554     2493
0.437934027     2790
0.433263704     2280
0.470857285     2286
0.488832771     3297
0.457808408     2325
0.435873225     1851
0.43052512     1959
0.437833531     2030
0.486105304     2249
0.471868752     2823
0.427129036     2143
0.488515186     2365
0.470855702     2334
0.432575285     2236
0.497684814     3747
0.446597911     2265
0.436870498     1903
0.448352016     2133
0.454784353     2087
0.452094255     2076
0.44640717     1971
0.443547575     2270
0.484692733     2920
0.423020565     2216
0.437835486     2127
0.39427295     1803
0.413862858     1653
0.43791229     2101
0.37506653     1753
0.423068643     1855
0.453648834     2396
0.481143033     2773
0.423416696     1808
0.385309065     1462
0.478316842     2541
0.484131914     4068
0.42940231     1750
0.398149364     1517
0.501617232     2584
0.461265815     2984
0.44614085     2573
0.442274915     1822
0.442259446     1994
0.414611974     1661
0.516166722     2787
0.431382853     2298
0.467969696     1793
0.408835174     1529
0.423627751     1639
0.451774182     1810
0.481001653     2456
0.442624355     2337
0.469304909     2037
0.469957633     2214
0.432039283     1785
0.486899895     2633
0.425796084     2119
0.494666629     2352
0.427089267     1560
0.43469084     1634
0.454289815     1952
0.428069033     2212
0.429936134     1881
0.438888221     1904
0.468464739     2680
0.451926084     2168
0.494228491     2869
0.405157984     1643
0.424931314     1978
0.447213612     2075
0.465089275     2096
0.434945381     2224
0.426392204     2050
0.42991007     1634
0.448768607     1913
0.515812819     2547
0.42747831     2108
0.453436522     1836
0.430985117     1943
0.445239191     2081
0.432483034     1917
0.426366479     1786
0.440140858     2079
0.458482965     2523
0.376576103     1418
0.382414406     1362
0.449315021     1855
0.449893573     2374
0.404782133     1450
0.430473447     1525
0.455654059     2187
0.452051002     2496
0.399263219     1721
0.364972281     1035
0.414602556     1322
0.409553511     1463
0.428171956     1573
0.548663003     2477
0.423719879     2068
0.380465085     1359
0.382912838     1400
0.38900942     1319
0.406814293     1831
0.442973949     2314
0.457799797     1896
0.421912746     1505
0.371329001     1161
0.377807927     1282
0.405494048     1341
0.363421007     1068
0.380000582     1476
0.384157929     1551
0.42084929     1603
0.448311955     1831
0.405445993     1480
0.396116949     1318
0.45628147     2022
0.411022538     2083
0.507198427     2354
0.440401896     1812
0.40966347     1776
0.456636089     1775
0.433177444     1841
0.412182785     2042
0.420093951     1831
0.392059072     1308
0.391105654     1252
0.448187044     1925
0.395491287     1488
0.354326741     1141
0.366251131     1267
0.366452828     1601
0.384434031     1400
0.372528542     1197
0.405334311     1740
0.364924138     1550
0.397648398     1728
0.407679034     1980
0.414510533     1797
0.417308426     1835
0.358535456     1285
0.386783403     1346
0.385710371     1536
0.421191924     1994
0.747984813     3958
0.683516746     2799
0.713216395     3146
0.686855628     2381
0.792429728     5454
0.752413536     2895
0.764012866     3073
0.735566214     2806
0.752447507     3161
0.725696875     2442
0.768941717     3557
0.766963149     3540
0.79003484     3755
0.776796819     3158
0.795300667     3900
0.761359183     3518
0.764403238     3028
0.853634859     6525
0.84745096     5322
0.796365552     3553
0.856778627     4799
0.828038081     4429
0.790070192     3255
0.811777373     4337
0.820023167     4055
0.829394872     4203
0.896402398     7720
0.777458871     3397
0.747485164     2961
0.749295652     2896
0.78536164     2947
0.824037326     3679
0.816367567     4464
0.786473354     3202
0.852243366     4880
0.8249206     4618
0.85897294     4955
0.788088768     3366
0.771260514     3217
0.772711148     3721
0.787257073     3374
0.779190936     2983
0.73574743     2609
0.772189861     3022
0.719038745     2461
0.725874003     2250
0.738328995     2605
0.865463637     4123
0.68807125     1835
0.706142359     2345
0.853185908     4025
0.882701672     6071
0.798482172     4254
0.719883514     2290
0.739901639     2669
0.721288767     2122
0.812520439     3317
0.764734353     2661
0.807911066     2822
0.828420183     2793
0.737016785     2127
0.795003651     2725
0.788488175     3151
0.800959212     3518
0.835524525     3425
0.830073355     3643
0.833842265     3870
0.865098762     3894
0.824670255     3515
0.926167292     9774
0.879197469     5163
0.886524869     5946
0.900597751     7159
0.871778729     5223
0.887316875     4974
0.912500909     5863
0.890023283     5409
0.891819808     5319
0.933581664     8333
0.873654607     4725
0.844573695     4292
0.869631028     4454
0.853972254     4066
0.876234654     4256
0.876194394     4460
0.878554913     4738
0.878676395     5500
0.833251806     3831
0.805678649     4755
0.81780996     3085
0.767359985     2776
0.809953498     2943
0.772132635     3894
0.783876329     2995
0.697436321     2395
0.802197908     3815
0.748743725     2984
0.739877832     2589
0.747220631     2970
0.856901528     5580
0.707475956     2178
0.736499098     2599
0.757745848     3110
0.857744086     5653
0.808900855     3237
0.671663044     2011
0.70979456     2220
0.687360685     2117
0.776693743     3095
0.756156445     2587
0.735314964     2794
0.685481957     1895
0.691718334     2182
0.736940623     2538
0.772250604     3082
0.75306747     3037
0.7812885     3275
0.804418702     4131
0.78817948     2890
0.777073121     2993
0.756566362     2376
0.871880645     5825
0.787521655     2875
0.750315567     2541
0.792263973     3088
0.78172143     2869
0.807539188     2925
0.80407256     2828
0.85201943     3478
0.815415467     3186
0.830183235     5327
0.798978337     2596
0.753348103     2716
0.859253311     4054
0.838872293     3505
0.793629408     2788
0.810646288     3030
0.798208813     2703
0.792996665     2832
0.849795371     3590
0.781860205     2854
0.789792896     2819
0.811137968     3084
0.757842638     2478
0.758727602     3161
0.805669532     2659
0.731119536     2792
0.76955576     2589
0.621844188     1461
0.645444094     1468
0.697748361     1978
0.812352973     3140
0.54685159     1223
0.559798441     1118
0.535979319     1292
0.778626375     3051
0.712494176     2254
0.482818099     992
0.536461255     1014
0.644069693     1406
0.604965097     1420
0.7447272     2820
0.698610017     1999
0.571707317     1160
0.579743664     1342
0.587368719     1304
0.550333444     1228
0.63497555     1590
0.698982506     2204
0.651916372     1761
0.51885331     1247
0.545657984     1542
0.585968331     1669
0.456416919     1307
0.628104089     2084
0.473953027     1307
0.498794492     1309
0.627092244     2559
0.602911253     1843
0.551532846     1795
0.605669376     2096
0.547988859     1918
0.63924695     2403
0.499086205     1960
0.507838612     1334
0.516848755     1496
0.534620692     1596
0.542896004     1642
0.510662963     1499
0.44734652     1250
0.462094839     1208
0.532726218     1548
0.495789268     1688
0.506696431     1264
0.468562874     1226
0.476743623     1436
0.462079493     1102
0.456079912     1448
0.448464801     1359
0.434295167     1018
0.43823693     1355
0.405695824     1124
0.416655895     977
0.540766105     1801
0.29070885     638
0.349977314     717
0.343305365     708
0.539878008     1525
0.610662279     3607
0.578476846     2635
0.592031078     2837
0.540273858     1961
0.628757101     4650
0.5868634     2386
0.571662252     2862
0.578793752     2449
0.575825468     2677
0.55590713     2244
0.601737841     3145
0.580392435     2497
0.619630657     2590
0.605412385     2550
0.576640648     3328
0.632537735     3043
0.57968055     2447
0.610067287     3642
0.590033072     3400
0.604527595     3169
0.621599719     3970
0.579812643     3259
0.589959316     2844
0.590873754     3467
0.568616306     3313
0.598900587     3268
0.596888488     3622
0.541974292     2585
0.546960173     2668
0.571483688     2617
0.548882445     2332
0.561998365     2357
0.581357507     3283
0.562314342     2433
0.592012211     3186
0.571633388     3103
0.621305277     3363
0.571741243     2751
0.57857769     2955
0.56438483     2737
0.566720149     2640
0.599140947     3048
0.532478046     2364
0.523754004     2691
0.529078096     2349
0.543465415     2060
0.541903649     1908
0.596225374     3514
0.450026793     1897
0.499077455     2576
0.629564687     3311
0.648982871     4873
0.568315477     3492
0.501481348     1927
0.552655087     2669
0.518953345     1967
0.581851141     2282
0.470164479     1760
0.518767846     2295
0.517410253     2147
0.482649995     1930
0.517237756     2384
0.514994546     2750
