0.368903739     1817
0.37821114     1726
0.384479854     2088
0.38860521     2048
0.402618206     2231
0.427568702     2265
0.390543399     2199
0.38985434     2095
0.391771376     1997
0.380037984     2000
0.392582122     2079
0.402700694     2125
0.393487388     2033
0.391290855     2114
0.399929748     2210
0.381813108     2280
0.391884702     2139
0.394418893     2046
0.35678995     1948
0.387541227     2269
0.40536776     2304
0.418910852     2428
0.378617092     2053
0.366707732     2227
0.397823318     2265
0.375713496     2157
0.423481712     2511
0.389849736     2054
0.36640798     1999
0.358040261     2068
0.391467062     2080
0.400567142     2153
0.408711834     2203
0.396378433     2160
0.402860939     2341
0.409361369     2505
0.38895027     2154
0.408824643     2115
0.380096533     1890
0.387959272     2113
0.424183492     2026
0.404427469     2070
0.398170464     2025
0.420255363     2001
0.411951897     1989
0.423997743     2019
0.406874822     2000
0.45549698     2840
0.415447451     1765
0.393237814     1867
0.448614125     2145
0.448614665     2708
0.35502502     1853
0.405845279     1908
0.415242105     2036
0.422331284     1977
0.464909983     2290
0.408195908     2134
0.389683409     1645
0.387202593     1728
0.423510124     1954
0.39818297     2115
0.411948951     2013
0.388295047     1857
0.411356281     1925
0.415671874     1943
0.411965839     1894
0.429332717     2109
0.396149089     2080
0.416699164     2236
0.411037479     2158
0.415001122     2274
0.439896267     2211
0.408790288     2165
0.42390981     2065
0.433221876     2218
0.428177556     2174
0.421288828     1999
0.457734859     2813
0.402447239     2146
0.411130788     2230
0.424937616     2097
0.424734816     2192
0.419675304     2143
0.417116703     2054
0.38785337     1987
0.422307823     2310
0.404797043     2158
0.409559901     2105
0.396853248     2007
0.395209613     2043
0.422869436     2100
0.428428112     2181
0.405489042     2016
0.410281023     2101
0.44858601     2319
0.411967738     2029
0.424033639     2054
0.452674023     2119
0.469961157     2693
0.413745864     1820
0.397242313     1894
0.434849346     2028
0.444627153     2445
0.451548887     2490
0.438134894     1844
0.441237068     1919
0.440339544     2011
0.48126486     2480
0.440049705     2122
0.437185981     2218
0.426330109     2053
0.419949887     2059
0.452082262     2260
0.45152812     2409
0.415387422     2261
0.443557221     2117
0.438823044     2285
0.446857411     2154
0.41555881     1972
0.434855941     2090
0.442304517     2651
0.41691883     2028
0.409047767     1939
0.453438483     2431
0.420370905     2239
0.431136218     1972
0.415497418     2204
0.430124971     2267
0.408739507     2102
0.45809378     2812
0.433830815     2064
0.407134261     2000
0.419393036     2163
0.432741216     2206
0.410016324     2120
0.428039827     2204
0.408249966     1989
0.405666478     2064
0.452912623     2305
0.396485412     2241
0.406038671     2005
0.411999933     2079
0.417774977     1979
0.383658773     1857
0.415758571     1916
0.425120755     1977
0.437649711     2155
0.3958845     1710
0.415204405     1902
0.432189123     1981
0.439902379     2473
0.396370618     1647
0.415631154     1818
0.462492288     1863
0.456062333     2226
0.451346185     2121
0.416650725     1674
0.428138769     1733
0.422554704     1690
0.438964263     1805
0.482852623     2332
0.432651225     2057
0.397124276     1837
0.45845031     2000
0.401642743     1809
0.370270154     1602
0.375492339     1649
0.350873972     1808
0.333783116     1642
0.328683957     1601
0.325687586     1686
0.308602087     1824
0.301750299     1514
0.28641097     1570
0.287558551     1591
0.275230204     1394
0.287679146     1748
0.279203811     1610
0.271793766     1650
0.273971492     1550
0.2736824     1546
0.264009539     1765
0.285884633     1762
0.270350032     1650
0.260631003     1741
0.262672169     1614
0.250559269     1602
0.261502298     1625
0.275309222     1606
0.26626276     1596
0.271010215     1745
0.263572028     1744
0.267486381     1615
0.270982693     1730
0.271850551     1619
0.274861405     1650
0.253093558     1527
0.280064215     1583
0.282577686     1758
0.277377454     1656
